run,dataset,model,retriever,method,mode,metric,n,mean,ci_low,ci_high
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,answer_coverage,100,0.450577,0.359487,0.544181
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,semantic_similarity,100,0.431219,0.344418,0.522554
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,total_tokens,100,152.07,148.92975,155.32
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_f1,100,0.539747,0.450761,0.622908
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.603333,0.515,0.69
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.553837,0.467289,0.639457
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,1239.94,1222.40725,1256.10075
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.537046,0.449221,0.622117
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.583333,0.49,0.673333
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.546991,0.463128,0.638449
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,1710.75,1650.1685,1769.3855
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,answer_f1,100,0.516011,0.4295,0.6065
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,answer_coverage,100,0.57641,0.486404,0.661667
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.529202,0.447525,0.61291
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,total_tokens,100,1761.82,1694.47975,1825.5895
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.428294,0.338642,0.516779
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.483333,0.39,0.573375
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.437873,0.351172,0.523811
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,555.06,532.7785,578.3705
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,answer_f1,100,0.40996,0.328883,0.50248
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,answer_coverage,100,0.476667,0.385,0.57
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.423649,0.338165,0.513132
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,total_tokens,100,545.28,521.78575,569.9455
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.478795,0.393502,0.566984
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.538077,0.444458,0.63
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.490233,0.406475,0.575594
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,866.32,831.8085,903.21425
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,answer_f1,100,0.466554,0.377008,0.558635
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,answer_coverage,100,0.508333,0.406625,0.601708
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.475454,0.38738,0.566681
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,total_tokens,100,860.0,823.80975,896.15125
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.493919,0.407663,0.582435
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.557308,0.466657,0.650032
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.505433,0.420123,0.593619
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,1183.88,1141.1795,1227.31025
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,answer_f1,100,0.507348,0.418395,0.595635
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,answer_coverage,100,0.57,0.476667,0.665
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.519214,0.436223,0.611997
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,total_tokens,100,1191.89,1144.22575,1243.1715
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.488962,0.398318,0.576511
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.558077,0.468071,0.651167
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.501907,0.417891,0.588349
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,1067.21,1000.618,1130.6745
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.482015,0.392861,0.570159
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.563333,0.475,0.653375
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.497302,0.412073,0.583396
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,total_tokens,100,1073.33,1003.3285,1142.6745
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.285285,0.204284,0.369756
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.336667,0.253333,0.423417
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.300116,0.223812,0.382304
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,149.18,145.95975,152.79
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,No Retrieval,no_retrieval_full,answer_f1,100,0.291952,0.211459,0.373148
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,No Retrieval,no_retrieval_full,answer_coverage,100,0.346667,0.26325,0.433333
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,No Retrieval,no_retrieval_full,semantic_similarity,100,0.307187,0.227683,0.391626
hotpotqa_mistral_final_eval100,HotpotQA,Mistral,TF-IDF,No Retrieval,no_retrieval_full,total_tokens,100,149.17,145.6395,153.04025
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,answer_f1,100,0.265369,0.242425,0.288884
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.793407,0.753521,0.83333
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.574401,0.502383,0.646692
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,938.99,802.0065,1127.582
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.254546,0.233213,0.277205
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.78737,0.746503,0.825335
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.569347,0.495387,0.638045
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,2151.38,2061.72,2255.3075
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,answer_f1,100,0.261028,0.23919,0.282985
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,answer_coverage,100,0.802214,0.764047,0.8405
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.572803,0.502667,0.643435
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,total_tokens,100,3411.56,3276.0705,3561.88725
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.262836,0.240593,0.284974
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.792107,0.752627,0.830723
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.571516,0.499712,0.642717
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,794.43,759.62725,830.03025
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,answer_f1,100,0.264475,0.242076,0.287977
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,answer_coverage,100,0.79876,0.759014,0.835463
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.572698,0.497885,0.643547
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,total_tokens,100,1195.51,1132.3485,1264.18625
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.261558,0.239959,0.285945
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.799638,0.759825,0.836892
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.569242,0.497502,0.639377
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,1224.52,1171.05175,1281.41
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,answer_f1,100,0.260429,0.238542,0.282413
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,answer_coverage,100,0.810056,0.769111,0.847526
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.568449,0.493711,0.63939
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,total_tokens,100,1881.62,1789.14725,1975.721
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.256907,0.236607,0.279136
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.795556,0.755043,0.834463
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.565013,0.490182,0.639145
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,1610.87,1534.418,1683.5835
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,answer_f1,100,0.265034,0.243937,0.286393
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,answer_coverage,100,0.813638,0.774877,0.85082
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.567488,0.496527,0.637576
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,total_tokens,100,2524.32,2412.10375,2651.8205
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.259184,0.237182,0.281255
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.794112,0.754327,0.831654
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.568597,0.494424,0.637213
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,1209.72,1125.53275,1300.0325
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.267382,0.244118,0.29142
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.801654,0.761355,0.841995
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.56855,0.495356,0.63724
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,total_tokens,100,1828.69,1694.10925,1967.224
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.283694,0.253476,0.311739
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.495952,0.421923,0.574201
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.388956,0.325117,0.454217
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,118.57,116.51975,120.62
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,answer_f1,100,0.294086,0.262393,0.327769
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,answer_coverage,100,0.50981,0.430205,0.591203
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,semantic_similarity,100,0.411045,0.345782,0.474797
scifact_crossenc_llama70b_final_eval100,SciFact,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,total_tokens,100,119.58,117.25,122.04075
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_f1,100,0.265189,0.242859,0.287979
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.798939,0.757774,0.839041
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.568971,0.498792,0.639922
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,933.48,790.70025,1141.94375
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.257487,0.235677,0.276915
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.798055,0.756957,0.839475
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.570925,0.50424,0.641316
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,2150.14,2053.8805,2249.34225
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,answer_f1,100,0.261904,0.240845,0.285491
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,answer_coverage,100,0.808004,0.769394,0.846059
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.56934,0.496182,0.642286
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,total_tokens,100,3411.76,3271.139,3550.60125
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.261641,0.239606,0.283861
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.795672,0.75674,0.835798
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.572585,0.499475,0.645913
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,776.04,739.716,814.36025
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,answer_f1,100,0.258731,0.235315,0.280859
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,answer_coverage,100,0.798459,0.756525,0.836078
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.557575,0.480125,0.629928
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,total_tokens,100,1130.66,1076.218,1188.971
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.264971,0.242469,0.287373
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.802052,0.760359,0.842172
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.576922,0.506577,0.648616
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,1177.92,1123.06725,1234.682
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,answer_f1,100,0.263922,0.24117,0.286949
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,answer_coverage,100,0.814751,0.773903,0.852841
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.570074,0.497,0.641922
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,total_tokens,100,1773.68,1697.5875,1853.561
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.262991,0.241419,0.284181
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.805064,0.766608,0.843179
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.57765,0.502861,0.648876
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,1563.29,1493.7095,1634.09175
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,answer_f1,100,0.260914,0.239568,0.284191
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,answer_coverage,100,0.801666,0.76257,0.839765
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.573219,0.499953,0.641218
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,total_tokens,100,2445.84,2335.83525,2552.40975
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.262447,0.239527,0.284356
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.805923,0.768282,0.843661
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.574786,0.502169,0.6486
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,1453.02,1367.195,1535.346
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.266407,0.244206,0.288879
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.80686,0.768978,0.844641
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.574866,0.50578,0.641564
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,total_tokens,100,2233.7,2100.38875,2356.24175
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.283211,0.253091,0.315816
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.486421,0.409449,0.56405
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.364928,0.302848,0.429254
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,118.24,116.24975,120.47025
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,answer_f1,100,0.284872,0.253445,0.317193
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,answer_coverage,100,0.487634,0.410609,0.565545
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,semantic_similarity,100,0.378135,0.3163,0.439174
scifact_llama70b_final_eval100,SciFact,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,total_tokens,100,118.75,116.39,121.39
