retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
tfidf_cross_encoder,5adef80b5542993a75d263c4,"[""5adef80b5542993a75d263c4::doc_0::Snatch (film)"", ""5adef80b5542993a75d263c4::doc_2::Snatch (TV series)"", ""5adef80b5542993a75d263c4::doc_4::Romper Stomper (TV series)"", ""5adef80b5542993a75d263c4::doc_8::Gilmore Girls: A Year in the Life"", ""5adf58f15542993a75d264d2::doc_3::Oh, No! Not THEM!"", ""5adef80b5542993a75d263c4::doc_3::Swedish Dicks"", ""5adef80b5542993a75d263c4::doc_9::Bajillion Dollar Propertie$"", ""5adef80b5542993a75d263c4::doc_1::Orange Is the New Black"", ""5adef80b5542993a75d263c4::doc_7::Please Don't Eat the Daisies"", ""5adef80b5542993a75d263c4::doc_6::Please Twins!""]","[2.735683, 2.442817, -2.652949, -3.550397, -4.860315, -5.864046, -6.067675, -6.117393, -6.221156, -6.433372]",1.0,1.0,1.0
tfidf_cross_encoder,5ae0aaf455429945ae959401,"[""5ae0aaf455429945ae959401::doc_4::Chris Williams (English footballer)"", ""5ae0aaf455429945ae959401::doc_2::Jack Truelove"", ""5ae0aaf455429945ae959401::doc_1::National League North"", ""5ae0aaf455429945ae959401::doc_8::Salford City F.C."", ""5ae0aaf455429945ae959401::doc_7::Curzon Ashton F.C."", ""5ae0aaf455429945ae959401::doc_9::Spennymoor Town F.C."", ""5ae0aaf455429945ae959401::doc_6::National League (English football)"", ""5ae0aaf455429945ae959401::doc_0::Boston United F.C."", ""5a7320565542991f9a20c61d::doc_9::Keith Bostic (American football)"", ""5ae0aaf455429945ae959401::doc_3::Gainsborough Trinity F.C.""]","[5.451475, 2.790211, -0.745337, -1.60933, -2.071841, -2.121354, -2.160271, -2.534638, -3.342491, -3.471803]",0.877215,1.0,1.0
tfidf_cross_encoder,5ab47d765542991751b4d78f,"[""5ab47d765542991751b4d78f::doc_7::1991 Mr. Olympia"", ""5ab47d765542991751b4d78f::doc_3::1991 Ms. Olympia"", ""5ab47d765542991751b4d78f::doc_1::2012 Ms. Olympia"", ""5ab47d765542991751b4d78f::doc_2::1980 Ms. Olympia"", ""5ab47d765542991751b4d78f::doc_9::1981 Ms. Olympia"", ""5ab47d765542991751b4d78f::doc_8::2011 Ms. Olympia"", ""5ab47d765542991751b4d78f::doc_0::2010 Ms. Olympia"", ""5ab47d765542991751b4d78f::doc_4::2017 Mr. Olympia"", ""5ab47d765542991751b4d78f::doc_6::1975 Mr. Olympia"", ""5ab47d765542991751b4d78f::doc_5::Walt Disney World Dolphin""]","[8.155503, 5.703147, 4.915956, 4.851542, 4.790713, 4.677253, 4.593487, 3.484636, 3.291202, -6.401083]",0.790386,1.0,1.0
tfidf_cross_encoder,5a7ed2c655429930675135e5,"[""5a7ed2c655429930675135e5::doc_0::71st Golden Globe Awards"", ""5a7ed2c655429930675135e5::doc_4::Brooklyn Nine-Nine"", ""5a7ed2c655429930675135e5::doc_5::61st Golden Globe Awards"", ""5a7ed2c655429930675135e5::doc_3::Breaking Bad"", ""5a7ed2c655429930675135e5::doc_6::Dancing on the Edge (TV series)"", ""5a7ed2c655429930675135e5::doc_1::51st Golden Globe Awards"", ""5a7ed2c655429930675135e5::doc_7::31st Golden Globe Awards"", ""5a7ed2c655429930675135e5::doc_2::Golden Globe Award for Best Animated Feature Film"", ""5adbfbd555429947ff173893::doc_0::2013 Young Hollywood Awards"", ""5adbfbd555429947ff173893::doc_5::Maureen Dragone""]","[5.637578, 0.234625, -2.143795, -2.209427, -3.029804, -3.746971, -3.966567, -4.2349, -6.7017, -7.709044]",1.0,1.0,1.0
tfidf_cross_encoder,5ac3e0f7554299194317388b,"[""5ac3e0f7554299194317388b::doc_8::American Beauty (1999 film)"", ""5ac3e0f7554299194317388b::doc_4::List of accolades received by American Beauty"", ""5ac3e0f7554299194317388b::doc_0::American Beauty (1927 film)"", ""5ac3e0f7554299194317388b::doc_3::La Belle Am\u00e9ricaine"", ""5ac3e0f7554299194317388b::doc_9::American Beauty (soundtrack)"", ""5ac3e0f7554299194317388b::doc_7::Christopher Greenbury"", ""5ac3e0f7554299194317388b::doc_5::American Beauty/American Psycho Tour"", ""5a73a7c755429978a71e9068::doc_0::Robby Benson"", ""5a73a7c755429978a71e9068::doc_3::Belle (Disney song)"", ""5a73a7c755429978a71e9068::doc_9::Something There""]","[6.187254, 5.484693, 5.18889, 4.455828, 3.935606, 2.511231, 0.225889, -1.266409, -1.479627, -1.704654]",0.850345,1.0,1.0
tfidf_cross_encoder,5a7bae20554299294a54aa96,"[""5a7bae20554299294a54aa96::doc_2::Nicki Minaj"", ""5a7bae20554299294a54aa96::doc_4::Freedom Watch with Judge Napolitano"", ""5a7bae20554299294a54aa96::doc_6::American Idol (season 12)"", ""5a7bae20554299294a54aa96::doc_8::T\u00f3mbola (TV series)"", ""5a7bae20554299294a54aa96::doc_7::The House of Tiny Tearaways"", ""5a86ebac55429960ec39b6d6::doc_2::Rewrapped"", ""5a7bae20554299294a54aa96::doc_3::Rewrapped"", ""5adbfbd555429947ff173893::doc_6::Kelly Osbourne"", ""5a7bae20554299294a54aa96::doc_0::Sarah Palin's Alaska"", ""5ab6ba245542995eadef007f::doc_9::The Voice of the Philippines""]","[2.521792, -1.986871, -3.309409, -3.763573, -4.19151, -4.738317, -4.738317, -4.836051, -6.763909, -7.052333]",0.919721,1.0,1.0
tfidf_cross_encoder,5ab8ee035542991b5579f04b,"[""5ab8ee035542991b5579f04b::doc_7::The Memory of Our People"", ""5ab8ee035542991b5579f04b::doc_6::Hot Rod (magazine)"", ""5ab8ee035542991b5579f04b::doc_8::Ala Kart (custom car)"", ""5ab8ee035542991b5579f04b::doc_9::Hot Rod Lincoln"", ""5ab8ee035542991b5579f04b::doc_4::Rat rod"", ""5ab8ee035542991b5579f04b::doc_0::National Hot Rod Reunion"", ""5ab8ee035542991b5579f04b::doc_3::Volvo T6"", ""5ab8ee035542991b5579f04b::doc_5::Fender Hot Rod Deluxe"", ""5ab8ee035542991b5579f04b::doc_2::California Hot Rod Reunion"", ""5ab8ee035542991b5579f04b::doc_1::Fender Hot Rod DeVille""]","[3.16763, 2.346432, -4.93584, -5.929092, -6.066848, -6.251684, -6.667955, -7.718222, -7.826741, -8.461971]",1.0,1.0,1.0
tfidf_cross_encoder,5a7a276d5542996c55b2dd27,"[""5a7a276d5542996c55b2dd27::doc_2::Charles Hastings Judd"", ""5a7a276d5542996c55b2dd27::doc_4::George W. Macfarlane"", ""5a7a276d5542996c55b2dd27::doc_8::Kal\u0101kaua"", ""5a7a276d5542996c55b2dd27::doc_1::Merrie Monarch Festival"", ""5a7a276d5542996c55b2dd27::doc_9::Aloha Dalire"", ""5a7a276d5542996c55b2dd27::doc_7::Staff (military)"", ""5a88658955429938390d3f47::doc_3::Chief of the Defence Staff (Canada)"", ""5a88658955429938390d3f47::doc_0::2010 Kiev Victory Day Parade"", ""5a7a276d5542996c55b2dd27::doc_0::James A. Winnefeld Jr."", ""5a88658955429938390d3f47::doc_5::Fernando Tapias Stahelin""]","[5.033981, 3.446431, -1.078195, -2.900381, -5.970447, -7.768904, -7.779458, -7.93923, -8.197487, -8.466056]",0.919721,1.0,1.0
tfidf_cross_encoder,5a717d4c5542994082a3e854,"[""5a717d4c5542994082a3e854::doc_2::Pavel Alexandrov"", ""5a717d4c5542994082a3e854::doc_6::Semyon Aranovich Gershgorin"", ""5a717d4c5542994082a3e854::doc_4::Semyon Aranovich"", ""5a717d4c5542994082a3e854::doc_9::Gershgorin circle theorem"", ""5a717d4c5542994082a3e854::doc_1::Pavel Urysohn"", ""5a717d4c5542994082a3e854::doc_5::Rafferty (1980 TV series)"", ""5a717d4c5542994082a3e854::doc_7::Confrontation (TV series)"", ""5a717d4c5542994082a3e854::doc_3::Alexandroff extension"", ""5a717d4c5542994082a3e854::doc_8::The Year of the Dog (film)"", ""5a717d4c5542994082a3e854::doc_0::Nerve of a covering""]","[4.576312, 3.08456, 1.404119, -1.926791, -2.187908, -4.176199, -4.592155, -5.068296, -5.422976, -6.679788]",1.0,1.0,1.0
tfidf_cross_encoder,5ac02e31554299294b218f3f,"[""5ac02e31554299294b218f3f::doc_5::Justice League (film)"", ""5ac02e31554299294b218f3f::doc_4::Aquaman (film)"", ""5ac02e31554299294b218f3f::doc_7::Gal Gadot"", ""5ac02e31554299294b218f3f::doc_9::Wonder Woman (2017 film)"", ""5ac02e31554299294b218f3f::doc_1::List of DC Extended Universe cast members"", ""5ac02e31554299294b218f3f::doc_2::Suicide Squad (film)"", ""5ac02e31554299294b218f3f::doc_0::DC Extended Universe"", ""5ac02e31554299294b218f3f::doc_6::Batman v Superman: Dawn of Justice"", ""5ac02e31554299294b218f3f::doc_8::Man of Steel (film)"", ""5ac02e31554299294b218f3f::doc_3::Arrowverse""]","[5.419997, 4.537662, 3.527648, 1.69768, 1.191018, 0.997007, 0.819783, 0.344301, 0.066398, -0.822628]",0.919721,1.0,1.0
tfidf_cross_encoder,5a79ea435542996c55b2dc9e,"[""5a79ea435542996c55b2dc9e::doc_3::J. Edward Snyder"", ""5a79ea435542996c55b2dc9e::doc_0::USS New Jersey (BB-62)"", ""5a79ea435542996c55b2dc9e::doc_9::French battleship Jean Bart (1911)"", ""5a79ea435542996c55b2dc9e::doc_2::USS Trippe (FF-1075)"", ""5a79ea435542996c55b2dc9e::doc_6::Tonkin Gulf Yacht Club"", ""5a79ea435542996c55b2dc9e::doc_1::Operation Market Time"", ""5a79ea435542996c55b2dc9e::doc_8::Soviet cruiser Kirov"", ""5a79ea435542996c55b2dc9e::doc_7::List of battleships of Italy"", ""5a79ea435542996c55b2dc9e::doc_4::United States naval gunfire support debate"", ""5a79ea435542996c55b2dc9e::doc_5::Naval gunfire support""]","[6.188639, 5.488696, 0.013883, -0.44807, -1.515025, -2.050993, -2.31841, -3.256667, -3.639559, -3.84238]",1.0,1.0,1.0
tfidf_cross_encoder,5ab7e4dc5542995dae37e9df,"[""5ab7e4dc5542995dae37e9df::doc_3::The Polar Bears"", ""5ab7e4dc5542995dae37e9df::doc_2::Armie Hammer"", ""5ab7e4dc5542995dae37e9df::doc_7::Cars 3"", ""5ab7e4dc5542995dae37e9df::doc_9::The Lone Ranger (2013 film)"", ""5ab7e4dc5542995dae37e9df::doc_5::Beatitude (album)"", ""5ae6050f55429929b0807a5e::doc_5::Jim Cummings"", ""5ab7e4dc5542995dae37e9df::doc_4::Cheech Marin"", ""5ab7e4dc5542995dae37e9df::doc_6::Nagesh Bhonsle"", ""5abcfc365542993a06baf9d6::doc_3::Jim Backus"", ""5a8c7595554299585d9e36b6::doc_2::Janet Waldo""]","[4.839409, 4.328972, 2.167747, -1.338001, -3.711696, -3.762192, -3.805442, -4.788268, -6.039144, -6.201799]",1.0,1.0,1.0
tfidf_cross_encoder,5a834ed95542990548d0b1ca,"[""5a834ed95542990548d0b1ca::doc_7::712 Fifth Avenue"", ""5a834ed95542990548d0b1ca::doc_4::Manhattan Life Insurance Building"", ""5a834ed95542990548d0b1ca::doc_8::Flatiron Building"", ""5a834ed95542990548d0b1ca::doc_2::New York Life Building"", ""5a834ed95542990548d0b1ca::doc_5::New York Life Insurance Building (Montreal)"", ""5ab56e32554299637185c594::doc_3::888 7th Avenue"", ""5a834ed95542990548d0b1ca::doc_1::Manhattan Life Insurance Company"", ""5a834ed95542990548d0b1ca::doc_6::Francis H. Kimball"", ""5a834ed95542990548d0b1ca::doc_3::Supreme Life Building"", ""5ab56e32554299637185c594::doc_4::Random House Tower""]","[6.643436, 5.183922, 4.94106, 2.364773, 0.95572, -0.680142, -1.188279, -4.151246, -4.451486, -5.17154]",1.0,1.0,1.0
tfidf_cross_encoder,5ab41d855542996a3a969f4b,"[""5ab41d855542996a3a969f4b::doc_7::Kent County Cricket Club in 2011"", ""5ab41d855542996a3a969f4b::doc_8::Kent County Cricket Club in 2013"", ""5ab41d855542996a3a969f4b::doc_5::Kent County Cricket Club in 2010"", ""5ab41d855542996a3a969f4b::doc_6::Tom Caplen"", ""5ab41d855542996a3a969f4b::doc_9::Wahab Riaz"", ""5ab41d855542996a3a969f4b::doc_2::Arthur Fielder"", ""5ab41d855542996a3a969f4b::doc_4::Doug Bollinger"", ""5ab41d855542996a3a969f4b::doc_0::Jack Mason"", ""5ab41d855542996a3a969f4b::doc_3::List of Kent County Cricket Club captains"", ""5ab41d855542996a3a969f4b::doc_1::Wayne Parnell""]","[7.416366, 3.682495, 3.569668, 1.518046, 1.396513, 0.901438, 0.448148, -0.532984, -1.167497, -3.929924]",0.850345,1.0,1.0
tfidf_cross_encoder,5a7b7ff75542995eb53be93d,"[""5a7b7ff75542995eb53be93d::doc_6::Penelope Lively"", ""5a7b7ff75542995eb53be93d::doc_3::Arthur Conan Doyle"", ""5a7b7ff75542995eb53be93d::doc_9::Adrian Conan Doyle"", ""5a7b7ff75542995eb53be93d::doc_5::Douglas Ainslie"", ""5a7b7ff75542995eb53be93d::doc_7::Sherlock Holmes (2010 film)"", ""5a7b7ff75542995eb53be93d::doc_4::Sherlock Holmes (1916 film)"", ""5a7b7ff75542995eb53be93d::doc_2::The Return of Sherlock Holmes (1929 film)"", ""5ac2acff55429921a00ab02b::doc_4::Brian Doyle-Murray"", ""5a7b7ff75542995eb53be93d::doc_8::The Lost World (TV series)"", ""5a7b7ff75542995eb53be93d::doc_1::The Adventure of the Empty House""]","[4.349691, 1.630836, 0.272824, -2.99234, -5.114105, -5.372423, -5.74408, -6.079414, -6.584226, -6.962395]",1.0,1.0,1.0
tfidf_cross_encoder,5a7d19d85542995ed0d165e8,"[""5a7d19d85542995ed0d165e8::doc_2::1984 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_4::1985 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_3::1983 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_9::1930 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_7::1896 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_6::1891 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_1::1899 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_8::1938 Tennessee Volunteers football team"", ""5a7d19d85542995ed0d165e8::doc_5::Tennessee Volunteers football statistical leaders"", ""5a7d19d85542995ed0d165e8::doc_0::Southeastern Conference""]","[7.25506, 7.17154, 7.092344, 6.793559, 4.592299, 3.449313, 3.112627, 3.028857, 2.510494, -3.857973]",0.790386,1.0,1.0
tfidf_cross_encoder,5ae7ed17554299540e5a56a3,"[""5ae7ed17554299540e5a56a3::doc_1::Ernest Foot"", ""5ae7ed17554299540e5a56a3::doc_6::Albert Ball"", ""5ae7ed17554299540e5a56a3::doc_9::Egon Mayer"", ""5ae7ed17554299540e5a56a3::doc_3::Manfred Meurer"", ""5ae7ed17554299540e5a56a3::doc_2::Ilmari Juutilainen"", ""5ae7ed17554299540e5a56a3::doc_4::Paul Zorner"", ""5ae0361155429925eb1afc2c::doc_3::Charles Nungesser"", ""5ae7ed17554299540e5a56a3::doc_0::Lydia Litvyak"", ""5ae0361155429925eb1afc2c::doc_4::Gervais Raoul Lufbery"", ""5abbf698554299114383a0b5::doc_9::Edwin A. Doss""]","[8.992437, 0.656375, 0.361362, -0.081542, -0.468204, -0.920755, -1.538965, -2.130614, -2.580335, -5.612763]",1.0,1.0,1.0
tfidf_cross_encoder,5ab2659e554299340b5254b2,"[""5ab2659e554299340b5254b2::doc_2::Farrukhzad Khosrow V"", ""5ab2659e554299340b5254b2::doc_9::Hormizd VI"", ""5ab2659e554299340b5254b2::doc_1::Khosrow IV"", ""5ab2659e554299340b5254b2::doc_6::Suintila"", ""5a7625e8554299109176e66a::doc_6::George V"", ""5ab2659e554299340b5254b2::doc_5::Ashur-etil-ilani"", ""5ab2659e554299340b5254b2::doc_0::Duchy of Thuringia"", ""5ab2659e554299340b5254b2::doc_7::Samo's Empire"", ""5ab2659e554299340b5254b2::doc_8::Sasanian Empire"", ""5ab2659e554299340b5254b2::doc_4::Chach of Alor""]","[9.528172, 1.526971, 0.933251, -1.289649, -2.304608, -3.116699, -3.772564, -3.836173, -3.914818, -4.030903]",0.797723,1.0,1.0
tfidf_cross_encoder,5abd2eab5542992ac4f38210,"[""5abd2eab5542992ac4f38210::doc_7::Beverly Marshall"", ""5abd2eab5542992ac4f38210::doc_0::Shaunna O'Grady"", ""5abd2eab5542992ac4f38210::doc_9::Katie Landers"", ""5abd2eab5542992ac4f38210::doc_2::Ramsay Street"", ""5abd2eab5542992ac4f38210::doc_5::Alamo Heights SA"", ""5abd2eab5542992ac4f38210::doc_8::Phil Mitchell"", ""5abd2eab5542992ac4f38210::doc_3::The Greatest Gift (TV series)"", ""5abd2eab5542992ac4f38210::doc_4::John Black (Days of Our Lives)"", ""5abd2eab5542992ac4f38210::doc_6::Victor Newman"", ""5ab7c1a955429928e1fe38c8::doc_3::Sian Powers""]","[5.514935, 2.29034, 0.65771, -0.285733, -3.806911, -6.050353, -6.1787, -6.391933, -6.57065, -7.184477]",0.877215,1.0,1.0
tfidf_cross_encoder,5abaf3195542996cc5e49f2c,"[""5abaf3195542996cc5e49f2c::doc_6::Falkland Islands at the 2010 Commonwealth Games"", ""5abaf3195542996cc5e49f2c::doc_4::Gerald Reive"", ""5abaf3195542996cc5e49f2c::doc_7::George Paice (bowls)"", ""5abaf3195542996cc5e49f2c::doc_2::Falkland Islands at the 2014 Commonwealth Games"", ""5abaf3195542996cc5e49f2c::doc_0::Falkland Islands official football team"", ""5abaf3195542996cc5e49f2c::doc_8::2010 Commonwealth Games"", ""5abaf3195542996cc5e49f2c::doc_1::2010 Commonwealth Games medal table"", ""5abaf3195542996cc5e49f2c::doc_3::Archery at the Commonwealth Games"", ""5adf37a95542995ec70e8f97::doc_6::2010\u201311 VCU Rams men's basketball team"", ""5abaf3195542996cc5e49f2c::doc_9::Samoa""]","[4.057739, 2.540512, 2.233143, 1.6838, -0.570848, -1.379485, -1.490954, -5.276656, -6.543474, -6.739723]",0.564092,0.5,1.0
tfidf_cross_encoder,5a791a97554299148911f9f2,"[""5a791a97554299148911f9f2::doc_6::Ellie Kemper"", ""5a791a97554299148911f9f2::doc_4::Unbreakable Kimmy Schmidt"", ""5a791a97554299148911f9f2::doc_5::List of Unbreakable Kimmy Schmidt episodes"", ""5a791a97554299148911f9f2::doc_0::Kimmy Schmidt"", ""5a791a97554299148911f9f2::doc_8::Azie Mira Dungey"", ""5a791a97554299148911f9f2::doc_1::Claire Temple (Marvel Cinematic Universe)"", ""5abba4855542993f40c73b68::doc_6::Sage Kirkpatrick"", ""5a791a97554299148911f9f2::doc_9::Sam Means"", ""5a791a97554299148911f9f2::doc_3::Claire Liddell"", ""5a80840f554299485f59863b::doc_6::Sarah Drew""]","[8.18009, 5.660031, 5.628808, 2.016715, 0.511178, 0.029447, -3.420818, -3.435032, -3.481248, -4.271041]",0.877215,1.0,1.0
tfidf_cross_encoder,5adf58f15542993a75d264d2,"[""5adf58f15542993a75d264d2::doc_6::Filthy Rich &amp; Catflap"", ""5adf58f15542993a75d264d2::doc_9::The Young Ones (TV series)"", ""5adf58f15542993a75d264d2::doc_0::Ade Edmondson"", ""5adf58f15542993a75d264d2::doc_3::Oh, No! Not THEM!"", ""5adf58f15542993a75d264d2::doc_4::Carole Gray"", ""5adf58f15542993a75d264d2::doc_1::The Young Ones (video game)"", ""5adf58f15542993a75d264d2::doc_2::Roland Rat"", ""5adf58f15542993a75d264d2::doc_7::David Mirkin"", ""5adf58f15542993a75d264d2::doc_5::Ben Elton"", ""5adbfbd555429947ff173893::doc_1::Jeremy Schoenberg""]","[7.228006, 6.242669, 5.111926, 4.542721, 3.531224, 3.299774, 2.674113, 2.023493, 1.634469, 1.626659]",0.306574,0.333333,0.5
tfidf_cross_encoder,5adc65e85542996e68525350,"[""5adc65e85542996e68525350::doc_3::Dafeng District"", ""5adc65e85542996e68525350::doc_2::Dazhou"", ""5adc65e85542996e68525350::doc_4::Tinghu District"", ""5adc65e85542996e68525350::doc_1::Yandu District"", ""5adc65e85542996e68525350::doc_0::Sichuan\u2013Shanghai gas pipeline"", ""5a84c4135542994c784dda31::doc_2::Fuding"", ""5ae4f2c75542993aec5ec0fb::doc_7::Dalian Zhoushuizi International Airport"", ""5adccd795542990d50227d2c::doc_6::Wolong Special Administrative Region"", ""5a84c4135542994c784dda31::doc_8::Yingkou East Railway Station"", ""5a84c4135542994c784dda31::doc_1::Yingkou""]","[6.749857, 4.702908, 3.758215, 3.676092, -1.174293, -4.100978, -6.919986, -8.061668, -8.132032, -8.346766]",1.0,1.0,1.0
tfidf_cross_encoder,5a87ab9b5542996e4f3088c2,"[""5a87ab9b5542996e4f3088c2::doc_1::Tippecanoe order of battle"", ""5a87ab9b5542996e4f3088c2::doc_6::Battle of Tippecanoe"", ""5a87ab9b5542996e4f3088c2::doc_4::Tecumseh's Confederacy"", ""5a87ab9b5542996e4f3088c2::doc_2::Tenskwatawa"", ""5a87ab9b5542996e4f3088c2::doc_3::Tecumseh"", ""5a87ab9b5542996e4f3088c2::doc_7::Prophetstown State Park"", ""5a87ab9b5542996e4f3088c2::doc_8::Battle of Fallen Timbers"", ""5ae4a3265542995ad6573de5::doc_7::Dewey Beard"", ""5a85eed75542996432c5713b::doc_7::Battle of Jupiter Inlet"", ""5a7633ad5542992db9473741::doc_0::Seven Days Confederate order of battle""]","[5.983847, 5.606907, 4.904098, 3.716174, 3.493134, 1.686472, -3.319763, -4.794777, -5.551229, -6.002046]",0.850345,1.0,1.0
tfidf_cross_encoder,5a738fe855429908901be2fb,"[""5a738fe855429908901be2fb::doc_7::Samuel Sim"", ""5a738fe855429908901be2fb::doc_6::Awake (film)"", ""5a738fe855429908901be2fb::doc_4::King Arthur: Legend of the Sword"", ""5a738fe855429908901be2fb::doc_5::Blog Wars"", ""5a738fe855429908901be2fb::doc_3::Robin Hood (2018 film)"", ""5a7a455c5542994f819ef1a7::doc_3::Flying with Music"", ""5ae2070a5542994d89d5b313::doc_4::About a Boy (film)"", ""5a738fe855429908901be2fb::doc_1::Beautiful Young Minds"", ""5a738fe855429908901be2fb::doc_2::Joby Talbot"", ""5a738fe855429908901be2fb::doc_8::Gidget Goes to Rome""]","[5.066048, 4.839223, 3.146435, 3.131851, 3.000588, 0.4032, -1.029355, -1.995085, -2.075853, -2.543346]",1.0,1.0,1.0
tfidf_cross_encoder,5a8c65a1554299585d9e3680,"[""5a8c65a1554299585d9e3680::doc_5::Shiners' War"", ""5a8c65a1554299585d9e3680::doc_8::French Canadians"", ""5a8c65a1554299585d9e3680::doc_7::History of Irish Americans in Boston"", ""5a8c65a1554299585d9e3680::doc_4::History of the Irish Americans in Philadelphia"", ""5a8c65a1554299585d9e3680::doc_6::Americo-Liberians"", ""5a8c65a1554299585d9e3680::doc_1::Ancient Order of Hibernians"", ""5a8c65a1554299585d9e3680::doc_2::Pingpu peoples"", ""5a8c65a1554299585d9e3680::doc_3::Black Bermudian"", ""5a8c65a1554299585d9e3680::doc_9::Czechs in Ukraine"", ""5a8c65a1554299585d9e3680::doc_0::Oku people (Sierra Leone)""]","[5.192327, 1.838146, -2.158535, -2.278015, -2.873471, -3.185108, -3.418528, -3.794941, -6.637353, -7.109908]",1.0,1.0,1.0
tfidf_cross_encoder,5ac2bbd0554299218029db09,"[""5ac2bbd0554299218029db09::doc_0::The Thing of It Is..."", ""5ac2bbd0554299218029db09::doc_8::A Thing of Beauty"", ""5ac2bbd0554299218029db09::doc_9::Who Goes There? (collection)"", ""5ac2bbd0554299218029db09::doc_7::The Most Incredible Thing"", ""5a8b987f5542997f31a41d7a::doc_3::Sue Grafton"", ""5ac2bbd0554299218029db09::doc_5::Man Booker International Prize"", ""5ac2bbd0554299218029db09::doc_3::Joshua D. Zimmerman"", ""5ac2bbd0554299218029db09::doc_4::Creacionismo"", ""5ae63dad55429929b0807afe::doc_6::Hunter Davies"", ""5a74c85055429916b0164218::doc_1::British people""]","[5.03143, 3.679729, 2.828142, -0.205305, -3.86521, -3.92174, -4.907218, -5.134991, -5.223545, -5.373178]",0.613147,1.0,0.5
tfidf_cross_encoder,5adf3e355542993a75d26440,"[""5adf3e355542993a75d26440::doc_6::\u00d8resund Bridge"", ""5adf3e355542993a75d26440::doc_4::\u00d8resund Region"", ""5adf3e355542993a75d26440::doc_7::City Tunnel (Malm\u00f6)"", ""5adf3e355542993a75d26440::doc_2::\u00d8resund"", ""5adf3e355542993a75d26440::doc_9::Copenhagen Malm\u00f6 Port"", ""5adf3e355542993a75d26440::doc_3::Sweden"", ""5adf3e355542993a75d26440::doc_1::Malm\u00f6 Harbour Heliport"", ""5adf3e355542993a75d26440::doc_5::European route E47"", ""5adf3e355542993a75d26440::doc_8::\u00d6resund Committee"", ""5adf3e355542993a75d26440::doc_0::Bjark\u00f8y Fixed Link""]","[6.773518, 5.277848, 4.76284, 4.580471, 2.918233, 2.555807, 1.98964, 0.937369, -1.714914, -4.141894]",1.0,1.0,1.0
tfidf_cross_encoder,5ae82ae555429952e35eaa71,"[""5ae82ae555429952e35eaa71::doc_3::Pat Hingle"", ""5ae82ae555429952e35eaa71::doc_2::Clint Eastwood"", ""5ae82ae555429952e35eaa71::doc_8::Kyle Craig"", ""5ae73acb5542991e8301cc07::doc_0::Raimund Harmstorf"", ""5ae82ae555429952e35eaa71::doc_9::Damon Dark"", ""5ae82ae555429952e35eaa71::doc_1::A. C. Tirulokchandar"", ""5ae82ae555429952e35eaa71::doc_7::Dr. Kildare (TV series)"", ""5ae82ae555429952e35eaa71::doc_4::Alie Ward"", ""5abba4855542993f40c73b68::doc_5::Michael C. Hall"", ""5ae63dad55429929b0807afe::doc_9::Christopher Mitchell (actor)""]","[7.739748, -1.189578, -4.099829, -5.848605, -6.683386, -6.688748, -6.791949, -7.061222, -7.205459, -7.403512]",1.0,1.0,1.0
tfidf_cross_encoder,5ac289ff5542996366519a02,"[""5ac289ff5542996366519a02::doc_1::Marsilea"", ""5ac289ff5542996366519a02::doc_4::Brabejum"", ""5ac289ff5542996366519a02::doc_6::Marsileaceae"", ""5ac289ff5542996366519a02::doc_9::Marsilea minuta"", ""5ab1d7ac554299449642c7e6::doc_1::Ehretia"", ""5ab642845542995eadeeff8e::doc_5::Caladenia"", ""5abd259d55429924427fcf1a::doc_1::Huernia"", ""5a8e068b5542995085b37384::doc_3::Silene"", ""5ac289ff5542996366519a02::doc_3::Leptospermum"", ""5ab642845542995eadeeff8e::doc_7::Calochilus""]","[3.92437, 2.884689, 2.273429, 0.578151, -5.287132, -5.488627, -5.657967, -5.667374, -5.719427, -6.32331]",1.0,1.0,1.0
tfidf_cross_encoder,5a7a5b3a5542996c55b2dd71,"[""5a7a5b3a5542996c55b2dd71::doc_9::St James's Palace"", ""5a7a5b3a5542996c55b2dd71::doc_3::Accession Council"", ""5a7a5b3a5542996c55b2dd71::doc_1::President of the Queen's Privy Council for Canada"", ""5a7a5b3a5542996c55b2dd71::doc_2::Great Hall of the People"", ""5a713ea95542994082a3e6e4::doc_0::High Commission of Australia, London"", ""5a7a5b3a5542996c55b2dd71::doc_7::Pollokshields Burgh Hall"", ""5a7a5b3a5542996c55b2dd71::doc_0::Warriparinga"", ""5a713ea95542994082a3e6e4::doc_3::Embassy of China, London"", ""5a7a5b3a5542996c55b2dd71::doc_6::Crowther Masonic Hall"", ""5ab8688b55429934fafe6daa::doc_7::History of the East Riding of Yorkshire""]","[5.71531, 4.595526, -2.198681, -2.845212, -4.651278, -6.761042, -8.033847, -8.382511, -8.673862, -9.494242]",0.613147,1.0,0.5
